source,model_id,lineage,eligible_screen_ids,EP300_matrix_value,EP300_status
KY,ACH-000843,Lung,SC-000843.KY01,0,matrix_intact
KY,ACH-000846,Head and Neck,SC-000846.KY01,0,matrix_intact
KY,ACH-000847,Esophagus/Stomach,SC-000847.KY01,0,matrix_intact
KY,ACH-000849,Breast,SC-000849.KY01,0,matrix_intact
KY,ACH-000855,Esophagus/Stomach,SC-000855.KY01,0,matrix_intact
KY,ACH-000856,Breast,SC-000856.KY01,0,matrix_intact
KY,ACH-000858,Lung,SC-000858.KY01,0,matrix_intact
KY,ACH-000859,Breast,SC-000859.KY01,0,matrix_intact
KY,ACH-000860,Lung,SC-000860.KY01,0,matrix_intact
KY,ACH-000861,Lung,SC-000861.KY01,0,matrix_intact
KY,ACH-000863,CNS/Brain,SC-000863.KY01,0,matrix_intact
KY,ACH-000864,Uterus,SC-000864.KY01,2,damaging
KY,ACH-000865,Esophagus/Stomach,SC-000865.KY01,0,matrix_intact
KY,ACH-000869,Lung,SC-000869.KY01,0,matrix_intact
KY,ACH-000873,Esophagus/Stomach,SC-000873.KY01,0,matrix_intact
KY,ACH-000876,Breast,SC-000876.KY01,0,matrix_intact
KY,ACH-000878,Lung,SC-000878.KY01,2,damaging
KY,ACH-000879,Uterus,SC-000879.KY01,0,matrix_intact
KY,ACH-000880,Esophagus/Stomach,SC-000880.KY01,2,damaging
KY,ACH-000885,Ovary/Fallopian Tube,SC-000885.KY01,0,matrix_intact
KY,ACH-000894,Lung,SC-000894.KY01,0,matrix_intact
KY,ACH-000900,Lung,SC-000900.KY01,0,matrix_intact
KY,ACH-000906,Ovary/Fallopian Tube,SC-000906.KY01,0,matrix_intact
KY,ACH-000910,Breast,SC-000910.KY01,0,matrix_intact
KY,ACH-000911,Esophagus/Stomach,SC-000911.KY01,2,damaging
KY,ACH-000913,Uterus,SC-000913.KY01,0,matrix_intact
KY,ACH-000917,Esophagus/Stomach,SC-000917.KY01,0,matrix_intact
KY,ACH-000919,Esophagus/Stomach,SC-000919.KY01,0,matrix_intact
KY,ACH-000926,Bowel,SC-000926.KY01,0,matrix_intact
KY,ACH-000932,Esophagus/Stomach,SC-000932.KY01,0,matrix_intact
KY,ACH-000934,Breast,SC-000934.KY01,1,damaging
KY,ACH-000935,Bowel,SC-000935.KY01,0,matrix_intact
KY,ACH-000936,Ovary/Fallopian Tube,SC-000936.KY01,0,matrix_intact
KY,ACH-000943,Bowel,SC-000943.KY01,2,damaging
KY,ACH-000945,Lung,SC-000945.KY01,0,matrix_intact
KY,ACH-000947,Ovary/Fallopian Tube,SC-000947.KY01,0,matrix_intact
KY,ACH-000948,Esophagus/Stomach,SC-000948.KY01,0,matrix_intact
KY,ACH-000950,Bowel,SC-000950.KY01,0,matrix_intact
KY,ACH-000956,Prostate,SC-000956.KY01,1,damaging
KY,ACH-000957,Bowel,SC-000957.KY01,0,matrix_intact
KY,ACH-000958,Bowel,SC-000958.KY01,1,damaging
KY,ACH-000962,Ovary/Fallopian Tube,SC-000962.KY01,0,matrix_intact
KY,ACH-000965,Uterus,SC-000965.KY01,1,damaging
KY,ACH-000966,Ovary/Fallopian Tube,SC-000966.KY01,1,damaging
KY,ACH-000969,Bowel,SC-000969.KY01,1,damaging
KY,ACH-000970,Bowel,SC-000970.KY01,1,damaging
KY,ACH-000971,Bowel,SC-000971.KY01,1,damaging
KY,ACH-000974,Uterus,SC-000974.KY01,0,matrix_intact
KY,ACH-000977,Prostate,SC-000977.KY01,0,matrix_intact
KY,ACH-000979,Prostate,SC-000979.KY01,0,matrix_intact
KY,ACH-000980,Lung,SC-000980.KY01,2,damaging
KY,ACH-000985,Bowel,SC-000985.KY01,1,damaging
KY,ACH-000991,Bowel,SC-000991.KY01,1,damaging
KY,ACH-000997,Bowel,SC-000997.KY01,2,damaging
KY,ACH-001016,CNS/Brain,SC-001016.KY01,0,matrix_intact
KY,ACH-001039,Bowel,SC-001039.KY01,0,matrix_intact
KY,ACH-001063,Ovary/Fallopian Tube,SC-001063.KY01,0,matrix_intact
KY,ACH-001065,Breast,SC-001065.KY01,0,matrix_intact
KY,ACH-001081,Bowel,SC-001081.KY01,1,damaging
KY,ACH-001107,Pancreas,SC-001107.KY01,0,matrix_intact
KY,ACH-001126,CNS/Brain,SC-001126.KY01,0,matrix_intact
KY,ACH-001137,Lung,SC-001137.KY01,0,matrix_intact
KY,ACH-001151,Ovary/Fallopian Tube,SC-001151.KY01,1,damaging
KY,ACH-001190,Skin,SC-001190.KY01,0,matrix_intact
KY,ACH-001193,Bone,SC-001193.KY01,0,matrix_intact
KY,ACH-001233,Lung,SC-001233.KY01,0,matrix_intact
KY,ACH-001331,Head and Neck,SC-001331.KY01,0,matrix_intact
KY,ACH-001332,Head and Neck,SC-001332.KY01,0,matrix_intact
KY,ACH-001345,Bowel,SC-001345.KY01,1,damaging
KY,ACH-001368,Esophagus/Stomach,SC-001368.KY01,0,matrix_intact
KY,ACH-001399,Bowel,SC-001399.KY01,0,matrix_intact
KY,ACH-001418,Ovary/Fallopian Tube,SC-001418.KY01,0,matrix_intact
KY,ACH-001494,Biliary Tract,SC-001494.KY01,0,matrix_intact
KY,ACH-001496,Esophagus/Stomach,SC-001496.KY01,0,matrix_intact
KY,ACH-001497,Esophagus/Stomach,SC-001497.KY01,0,matrix_intact
KY,ACH-001500,Esophagus/Stomach,SC-001500.KY01,0,matrix_intact
KY,ACH-001517,Uterus,SC-001517.KY01,1,damaging
KY,ACH-001542,Head and Neck,SC-001542.KY01,0,matrix_intact
KY,ACH-001544,Esophagus/Stomach,SC-001544.KY01,0,matrix_intact
KY,ACH-001603,Peripheral Nervous System,SC-001603.KY01,0,matrix_intact
KY,ACH-001605,CNS/Brain,SC-001605.KY01,0,matrix_intact
KY,ACH-001606,CNS/Brain,SC-001606.KY01,2,damaging
KY,ACH-001625,Head and Neck,SC-001625.KY01,0,matrix_intact
KY,ACH-001626,Head and Neck,SC-001626.KY01,0,matrix_intact
KY,ACH-001630,Ovary/Fallopian Tube,SC-001630.KY01,0,matrix_intact
KY,ACH-001632,Ovary/Fallopian Tube,SC-001632.KY01,0,matrix_intact
KY,ACH-001639,Lymphoid,SC-001639.KY01,0,matrix_intact
KY,ACH-001654,Esophagus/Stomach,SC-001654.KY01,0,matrix_intact
KY,ACH-001674,Peripheral Nervous System,SC-001674.KY01,0,matrix_intact
KY,ACH-001715,Bone,SC-001715.KY01,0,matrix_intact
KY,ACH-001819,Breast,SC-001819.KY01,0,matrix_intact
KY,ACH-001820,Breast,SC-001820.KY01,0,matrix_intact
KY,ACH-002029,Head and Neck,SC-002029.KY01,0,matrix_intact
KY,ACH-002043,Head and Neck,SC-002043.KY01,0,matrix_intact
KY,ACH-002045,Head and Neck,SC-002045.KY01,0,matrix_intact
KY,ACH-002083,Peripheral Nervous System,SC-002083.KY01,0,matrix_intact
KY,ACH-002105,Bone,SC-002105.KY01,0,matrix_intact
KY,ACH-002106,Bone,SC-002106.KY01,0,matrix_intact
KY,ACH-002109,Bone,SC-002109.KY01,0,matrix_intact
KY,ACH-002110,Bone,SC-002110.KY01,0,matrix_intact
KY,ACH-002114,Bone,SC-002114.KY01,0,matrix_intact
KY,ACH-002116,Bone,SC-002116.KY01,0,matrix_intact
KY,ACH-002119,Bone,SC-002119.KY01,0,matrix_intact
KY,ACH-002140,Ovary/Fallopian Tube,SC-002140.KY01,0,matrix_intact
KY,ACH-002141,Esophagus/Stomach,SC-002141.KY01,0,matrix_intact
KY,ACH-002143,Skin,SC-002143.KY01,0,matrix_intact
KY,ACH-002150,Kidney,SC-002150.KY01,0,matrix_intact
KY,ACH-002156,Lung,SC-002156.KY01,0,matrix_intact
KY,ACH-002160,Bone,SC-002160.KY01,0,matrix_intact
KY,ACH-002161,Esophagus/Stomach,SC-002161.KY01,1,damaging
KY,ACH-002179,Breast,SC-002179.KY01,0,matrix_intact
KY,ACH-002181,Ovary/Fallopian Tube,SC-002181.KY01,0,matrix_intact
KY,ACH-002183,Ovary/Fallopian Tube,SC-002183.KY01,0,matrix_intact
KY,ACH-002186,Pancreas,SC-002186.KY01,0,matrix_intact
KY,ACH-002189,Kidney,SC-002189.KY01,0,matrix_intact
KY,ACH-002198,Other,SC-002198.KY01,1,damaging
KY,ACH-002202,Esophagus/Stomach,SC-002202.KY01,0,matrix_intact
KY,ACH-002210,Myeloid,SC-002210.KY01,0,matrix_intact
KY,ACH-002212,Head and Neck,SC-002212.KY01,0,matrix_intact
KY,ACH-002228,CNS/Brain,SC-002228.KY01,0,matrix_intact
KY,ACH-002229,CNS/Brain,SC-002229.KY01,0,matrix_intact
KY,ACH-002230,CNS/Brain,SC-002230.KY01,0,matrix_intact
KY,ACH-002233,Bowel,SC-002233.KY01,0,matrix_intact
KY,ACH-002234,Head and Neck,SC-002234.KY01,0,matrix_intact
KY,ACH-002239,Head and Neck,SC-002239.KY01,0,matrix_intact
KY,ACH-002243,Esophagus/Stomach,SC-002243.KY01,0,matrix_intact
KY,ACH-002247,Myeloid,SC-002247.KY01,0,matrix_intact
KY,ACH-002249,Head and Neck,SC-002249.KY01,0,matrix_intact
KY,ACH-002250,Head and Neck,SC-002250.KY01,0,matrix_intact
KY,ACH-002251,Head and Neck,SC-002251.KY01,0,matrix_intact
KY,ACH-002257,CNS/Brain,SC-002257.KY01,0,matrix_intact
KY,ACH-002261,Peripheral Nervous System,SC-002261.KY01,0,matrix_intact
KY,ACH-002263,Esophagus/Stomach,SC-002263.KY01,0,matrix_intact
KY,ACH-002265,Head and Neck,SC-002265.KY01,0,matrix_intact
KY,ACH-002269,CNS/Brain,SC-002269.KY01,0,matrix_intact
KY,ACH-002278,Peripheral Nervous System,SC-002278.KY01,0,matrix_intact
KY,ACH-002280,Peripheral Nervous System,SC-002280.KY01,0,matrix_intact
KY,ACH-002282,Peripheral Nervous System,SC-002282.KY01,0,matrix_intact
KY,ACH-002283,Peripheral Nervous System,SC-002283.KY01,0,matrix_intact
KY,ACH-002284,Peripheral Nervous System,SC-002284.KY01,0,matrix_intact
KY,ACH-002285,Peripheral Nervous System,SC-002285.KY01,0,matrix_intact
KY,ACH-002294,Head and Neck,SC-002294.KY01,0,matrix_intact
KY,ACH-002295,Head and Neck,SC-002295.KY01,0,matrix_intact
KY,ACH-002296,Head and Neck,SC-002296.KY01,0,matrix_intact
KY,ACH-002297,Head and Neck,SC-002297.KY01,0,matrix_intact
KY,ACH-002298,Head and Neck,SC-002298.KY01,0,matrix_intact
KY,ACH-002304,CNS/Brain,SC-002304.KY01,0,matrix_intact
KY,ACH-002305,Head and Neck,SC-002305.KY01,0,matrix_intact
